103.8077654,10.416864748
103.996925357,10.558022013
104.039497379,10.527138277
104.113311771,10.507391311
104.126186374,10.50992304
104.15433884,10.53574553
104.177856449,10.52958546
104.205150608,10.545871403
104.223260883,10.544479121
104.241070751,10.555237543
104.262142185,10.534100044
104.280509952,10.501652639
104.281024936,10.476840106
104.298019413,10.464011073
104.373035434,10.467049578
104.392604831,10.446285888
104.434318546,10.416403995
104.433288578,10.373011067
104.433803562,10.359671172
104.45474625,10.355449565
104.491996769,10.358151404
104.526329044,10.294145492
104.525427822,10.279451007
104.529075626,10.265938236
104.541263584,10.265769317
104.552936557,10.284518153
104.573707584,10.249046453
104.576625827,10.206475189
104.569587711,10.180118684
104.580059055,10.15156335
104.595851902,10.139059031
104.627265934,10.128244086
104.651985172,10.126723208
104.691467289,10.189749195
104.729576114,10.218807923
104.784507755,10.198196769
104.828453067,10.142438626
104.862098697,10.088360842
104.882955555,10.074882223
104.911880497,10.072473764
104.968872074,10.084642658
105.009384159,10.064022871
105.07804871,9.976458655
105.083885196,9.96462384
105.056419376,9.960566094
105.018997196,9.940952928
104.979171756,9.902061278
104.961662296,9.874496139
104.931449894,9.865194503
104.885787967,9.86045902
104.842872623,9.70753424
104.821071628,9.496767882
104.807853702,9.284262329
104.80879784,9.232037001
104.793348316,9.181202005
104.796180729,9.016997736
104.787940982,8.914072363
104.767341617,8.809591262
104.784507755,8.76344733
104.788627628,8.736470829
104.770774845,8.706607778
104.768714908,8.690317831
104.779701236,8.662996647
104.759788517,8.654171986
104.727516178,8.663675454
104.701423649,8.647383651
104.707603458,8.591035728
104.746055607,8.576777702
104.833259586,8.548260027
104.939002994,8.565235088
105.130577091,8.624981263
105.157356266,8.686075539
105.20404816,8.731550379
105.28507233,8.739015862
105.31253815,8.789234354
105.364036564,8.814341046
105.394935611,8.932387411
105.41347504,8.989361664
105.4807663,9.037511488
105.547370914,9.085654878
105.553550724,9.110741127
105.622215273,9.134469738
105.66410065,9.152773583
105.69774628,9.141926974
105.86597443,9.237501329
105.91335297,9.262576844
105.966911319,9.268676018
106.054801944,9.288328209
106.081581119,9.311367293
106.143379215,9.322886277
106.19762421,9.364215943
106.208610538,9.402831016
106.1914444,9.429926748
